Servicentro,Region,Provincia,Comuna,Dirección,Coordenadas,Tipo de Atención,Gasolina 93 $/L,Petróleo Diesel $/L,Gasolina 95 $/L,GLP Vehicular $/m3,GNC $/m3,Gasolina 97 $/L,Kerosene $/L,Úlima Actualización
COPEC,Libertador General Bernardo O'Higgins,Cachapoal,Rancagua,Camino a Tuniche 715,34º0'0""S 70º0'0""W,Asistido,1275,1021,1297,0,0,1324,1086,13 oct. 2025
SHELL,Libertador General Bernardo O'Higgins,Cachapoal,Codegua,Andes 460,34º0'0""S 70º0'0""W,Asistido,1277,1033,1305,0,0,1333,1100,9 oct. 2025
ARAMCO,Libertador General Bernardo O'Higgins,Cachapoal,Coltauco,"CAMINO PEUMO S/N, MONS. LECAROS 0",34º0'0""S 71º0'0""W,Asistido,1279,1039,1305,0,0,1329,1081,10 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Cachapoal,Doñihue,Carretera H-30 KM. 25 4181,34º0'0""S 70º0'0""W,Asistido,1279,1039,1305,0,0,1329,1081,10 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Cachapoal,Graneros,CARRETERA PANAMERICANA SUR 75,34º0'0""S 70º0'0""W,Asistido,1275,1022,1297,0,0,1328,1032,9 oct. 2025
Sin Bandera,Libertador General Bernardo O'Higgins,Cachapoal,Graneros,Av. Santa Lucía 364,34º0'0""S 70º0'0""W,Asistido,1270,1011,1292,0,0,0,1076,9 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Cachapoal,Las Cabras,LAS ACACIAS 00,34º0'0""S 71º0'0""W,Asistido,1282,1038,1306,0,0,1329,1058,9 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Cachapoal,Las Cabras,Carretera Fruta Ruta H-66 - Km 62 0,34º0'0""S 71º0'0""W,Asistido,1282,1038,1306,0,0,1329,1051,9 oct. 2025
SHELL,Libertador General Bernardo O'Higgins,Cachapoal,Las Cabras,Las Acacias 828,34º0'0""S 71º0'0""W,Asistido,1282,1038,1306,0,0,1335,1076,9 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Cachapoal,Machalí,ABDON YARRA 991,34º0'0""S 70º0'0""W,Asistido,1283,1037,1304,0,0,1324,1067,9 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Cachapoal,Machalí,Avenida San Juan 1151,34º0'0""S 70º0'0""W,Asistido,1283,1037,1304,0,0,1324,1067,9 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Cachapoal,Machalí,"30 Km al Noreste de Rancagua, H-265 0",34º0'0""S 70º0'0""W,Asistido,0,1047,1302,0,0,0,1093,14 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Cachapoal,Malloa,BERNALES 180,34º0'0""S 70º0'0""W,Asistido,1275,1031,1304,0,0,1330,1063,9 oct. 2025
VIGU Ltda.,Libertador General Bernardo O'Higgins,Cachapoal,Mostazal,Parcelación Patria Nueva sitio 4,33º0'0""S 70º0'0""W,Asistido,1285,996,1314,0,0,1339,1021,15 may. 2025
COPEC,Libertador General Bernardo O'Higgins,Cachapoal,Mostazal,Longitudinal antiguo H-10 Sitio 4,33º0'0""S 70º0'0""W,Asistido,1278,1032,1300,0,0,1325,1088,9 oct. 2025
Sin Bandera,Libertador General Bernardo O'Higgins,Cachapoal,Olivar,"Ruta TravesÃ­a Ex 5 Sur, NÂ°480 Lote 1B 0",34º0'0""S 70º0'0""W,Asistido,1275,1028,1298,0,0,1322,1102,25 sept. 2025
Sin Bandera,Libertador General Bernardo O'Higgins,Cachapoal,Peumo,Carretera de la Fruta 1600,34º0'0""S 71º0'0""W,Asistido,1280,1031,1303,0,0,1323,1103,9 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Cachapoal,Pichidegua,IGNACIO CARRERA PINTO 1787,34º0'0""S 71º0'0""W,Asistido,1278,1026,1302,0,0,1325,1088,9 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Cachapoal,Quinta de Tilcoco,"ARGOMEDO S/N, MIGUEL CUADRA 0",34º0'0""S 70º0'0""W,Asistido,1277,1032,1303,0,0,1331,1104,9 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Cachapoal,Rengo,"SAN MARTIN S/N, M. SOLIS 0",34º0'0""S 70º0'0""W,Asistido,1277,1036,1306,0,0,1332,1077,9 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Cachapoal,Rengo,Arturo Prat 1313,34º0'0""S 70º0'0""W,Asistido,1277,1036,1306,0,0,1332,1061,9 oct. 2025
FACAZ,Libertador General Bernardo O'Higgins,Cachapoal,Rengo,San Ignacio 4,34º0'0""S 70º0'0""W,Asistido,1274,1033,1303,0,0,0,1096,9 oct. 2025
ARAMCO,Libertador General Bernardo O'Higgins,Cachapoal,Rengo,CAUPOLICAN 67,34º0'0""S 70º0'0""W,Asistido,1277,1036,1306,0,0,1332,1077,9 oct. 2025
SHELL,Libertador General Bernardo O'Higgins,Cachapoal,Rengo,Arturo Prat 590,34º0'0""S 70º0'0""W,Asistido,1277,1036,1306,0,0,1332,1079,9 oct. 2025
SHELL,Libertador General Bernardo O'Higgins,Cachapoal,Rengo,San Martin 170,34º0'0""S 70º0'0""W,Asistido,1277,1042,1306,599,0,1333,1143,9 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Cachapoal,Requínoa,AV. LEONARDO MURIALDO 225,34º0'0""S 70º0'0""W,Asistido,1282,1037,1303,0,0,1329,1064,9 oct. 2025
Sin Bandera,Libertador General Bernardo O'Higgins,Cachapoal,Requínoa,Camino El Abra 10,34º0'0""S 70º0'0""W,Asistido,1280,1034,1300,0,0,0,1101,9 oct. 2025
SHELL,Libertador General Bernardo O'Higgins,Cachapoal,Requínoa,Comercio 637,34º0'0""S 70º0'0""W,Asistido,1282,1037,1304,0,0,1329,1082,9 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Cachapoal,San Vicente,Diego Portales 350,34º0'0""S 71º0'0""W,Asistido,1280,1030,1304,0,0,1325,1081,9 oct. 2025
ARAMCO,Libertador General Bernardo O'Higgins,Cachapoal,San Vicente,Av. Germán Riesco 1890,34º0'0""S 71º0'0""W,Asistido,1280,1030,1304,0,0,1330,1081,16 oct. 2025
SHELL,Libertador General Bernardo O'Higgins,Cachapoal,San Vicente,Arturo Prat 623,34º0'0""S 71º0'0""W,Asistido,1280,1030,1304,0,0,1330,1160,9 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Cardenal Caro,Pichilemu,AV. ORTUZAR 292,34º0'0""S 72º0'0""W,Asistido,1247,1023,1263,0,0,1299,1041,9 oct. 2025
ARAMCO,Libertador General Bernardo O'Higgins,Cardenal Caro,Pichilemu,Ángel Gaete 708,34º0'0""S 72º0'0""W,Asistido,1247,1023,1263,0,0,1299,1041,9 oct. 2025
COMBUSTIBLES ANLOA,Libertador General Bernardo O'Higgins,Cardenal Caro,La Estrella,Manuel Rodriguez 983,34º0'0""S 71º0'0""W,Asistido,1245,978,1276,0,0,0,1100,2 oct. 2025
SHELL,Libertador General Bernardo O'Higgins,Cardenal Caro,Marchihue,Av. 5 de Abril esquina Ruta I - 50 778,34º0'0""S 71º0'0""W,Asistido,1265,1003,1290,0,0,1323,1117,9 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Colchagua,San Fernando,AV. BERNARDO O'HIGGINS 010,34º0'0""S 70º0'0""W,Asistido,1276,1023,1296,0,0,1319,1075,9 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Colchagua,San Fernando,AV. B. OHIGGINS ESQ. M. VELASCO 0,34º0'0""S 70º0'0""W,Asistido,1283,1029,1302,0,0,1325,1075,9 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Colchagua,San Fernando,AV. MANSO DE VELASCO 115,34º0'0""S 70º0'0""W,Asistido,1283,1029,1302,0,0,1325,1075,9 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Colchagua,San Fernando,Av. Bernardo O'higgins 0443,34º0'0""S 70º0'0""W,Asistido,1282,1029,1302,0,0,1325,1095,9 oct. 2025
ARAMCO,Libertador General Bernardo O'Higgins,Colchagua,San Fernando,Av. Bdo. O'Higgins 790,34º0'0""S 70º0'0""W,Asistido,1283,1029,1302,0,0,1325,1075,9 oct. 2025
SHELL,Libertador General Bernardo O'Higgins,Colchagua,San Fernando,O'Higgins 518,34º0'0""S 70º0'0""W,Asistido,1283,1029,1302,0,0,1330,1075,9 oct. 2025
Combustibles San Roque,Libertador General Bernardo O'Higgins,Colchagua,San Fernando,Chorrillos lote 64 Angostura,34º0'0""S 70º0'0""W,Asistido,1279,1008,1301,0,0,0,1020,13 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Colchagua,Chépica,18 DE SEPTIEMBRE 3686,34º0'0""S 71º0'0""W,Asistido,1281,1033,1302,0,0,1326,1059,9 oct. 2025
ARAMCO,Libertador General Bernardo O'Higgins,Colchagua,Chimbarongo,Pisagua 271,34º0'0""S 71º0'0""W,Asistido,1283,1037,1308,0,0,1333,1082,9 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Colchagua,Lolol,LAS ACACIAS 215,34º0'0""S 71º0'0""W,Asistido,1277,1032,1305,0,0,1320,1093,17 oct. 2025
Sin Bandera,Libertador General Bernardo O'Higgins,Colchagua,Peralillo,Avenida Errazuriz 591,34º0'0""S 71º0'0""W,Asistido,1257,994,1286,0,0,0,1105,9 oct. 2025
Combustibles Ortiz,Libertador General Bernardo O'Higgins,Colchagua,Placilla,RUTA 90 KM 15 0,34º0'0""S 71º0'0""W,Asistido,1266,1016,1289,0,0,0,1100,10 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Colchagua,Santa Cruz,Avenida Errázuriz 1240,34º0'0""S 71º0'0""W,Asistido,1270,1021,1296,0,0,1329,1081,9 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Colchagua,Santa Cruz,ORLANDI 157,34º0'0""S 71º0'0""W,Asistido,1270,1021,1296,0,0,1329,1081,9 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Colchagua,Santa Cruz,Pacifico Marin 9,34º0'0""S 71º0'0""W,Asistido,1270,1021,1296,0,0,1329,1063,9 oct. 2025
SHELL,Libertador General Bernardo O'Higgins,Colchagua,Santa Cruz,Av. Federico Errázuriz 810,34º0'0""S 71º0'0""W,Asistido,1270,1021,1296,0,0,1329,1081,9 oct. 2025
SHELL,Libertador General Bernardo O'Higgins,Colchagua,Santa Cruz,Av. Errazuriz 206,34º0'0""S 71º0'0""W,Asistido,1270,1021,1296,0,0,1329,1081,9 oct. 2025
COPEC,Maule,Talca,Talca,CAMINO LONGITUDINAL SUR KM 255 0,35º0'0""S 71º0'0""W,Asistido,1250,980,1268,0,0,1298,1052,9 oct. 2025
COPEC,Maule,Talca,Talca,"2 SUR, ESQ. 1 ORIENTE 841",35º0'0""S 71º0'0""W,Asistido,1246,980,1270,0,0,1292,1064,9 oct. 2025
COPEC,Maule,Talca,Talca,6 ORIENTE 1274,35º0'0""S 71º0'0""W,Asistido,1247,981,1271,0,0,1295,1065,9 oct. 2025
COPEC,Maule,Talca,Talca,UNO NORTE 2315,35º0'0""S 71º0'0""W,Asistido,1244,976,1258,552,0,1293,1068,9 oct. 2025
COPEC,Maule,Talca,Talca,12 ORIENTE 836,35º0'0""S 71º0'0""W,Asistido,1244,976,1258,0,0,1293,1068,9 oct. 2025
COPEC,Maule,Talca,Talca,AV. CARLOS SCHORR 83,35º0'0""S 71º0'0""W,Asistido,1246,980,1270,0,0,1292,1064,9 oct. 2025
COPEC,Maule,Talca,Talca,Avenida ColÃ­n 0996,35º0'0""S 71º0'0""W,Asistido,1246,980,1270,0,0,1292,1047,9 oct. 2025
COPEC,Maule,Talca,Talca,Avenida Lircay 3070,35º0'0""S 71º0'0""W,Asistido,1244,979,1256,0,0,1292,1065,9 oct. 2025
COPEC,Maule,Talca,Talca,Cinco Norte 3510,35º0'0""S 71º0'0""W,Asistido,1250,980,1268,0,0,1298,1051,9 oct. 2025
FACAZ,Maule,Talca,Talca,"AV COLIN 18 SUR, LA FLORIDA 0",35º0'0""S 71º0'0""W,Asistido,1246,980,1270,0,0,0,1085,9 oct. 2025
HN,Maule,Talca,Talca,1 Norte 2410,35º0'0""S 71º0'0""W,Asistido,1242,974,1254,0,0,0,1052,20 oct. 2025
HN,Maule,Talca,Talca,AVENIDA LIRCAY 2820,35º0'0""S 71º0'0""W,Asistido,1240,975,1252,0,0,0,1046,20 oct. 2025
HN,Maule,Talca,Talca,Avda. Ignacio Carrera Pinto 190,35º0'0""S 71º0'0""W,Asistido,1183,978,1200,0,0,0,1036,16 oct. 2025
ARAMCO,Maule,Talca,Talca,1 norte 17 oriente 2255,35º0'0""S 71º0'0""W,Asistido,1244,976,1258,0,0,1293,1050,9 oct. 2025
ARAMCO,Maule,Talca,Talca,Av. 2 Sur 1410 esq. 7 Oriente,35º0'0""S 71º0'0""W,Asistido,1246,980,1270,0,0,1292,1046,16 oct. 2025
ARAMCO,Maule,Talca,Talca,11 Oriente 501 esquina 7 sur,35º0'0""S 71º0'0""W,Asistido,1244,976,1258,0,0,1293,1050,16 oct. 2025
ARAMCO,Maule,Talca,Talca,Avda. San Miguel 3210,35º0'0""S 71º0'0""W,Asistido,1250,980,1268,0,0,1298,1070,10 oct. 2025
SHELL,Maule,Talca,Talca,Avda. Ignacio Carrera Pinto 482,35º0'0""S 71º0'0""W,Asistido,1246,980,1270,0,0,1292,1065,9 oct. 2025
SHELL,Maule,Talca,Talca,RUTA 5 SUR 2255,35º0'0""S 71º0'0""W,Asistido,1244,976,1258,0,0,1293,1063,9 oct. 2025
SHELL,Maule,Talca,Talca,Cinco Oriente 1360,35º0'0""S 71º0'0""W,Asistido,1247,981,1271,0,0,1295,1065,9 oct. 2025
SHELL,Maule,Talca,Talca,Avenida San Miguel 3040,35º0'0""S 71º0'0""W,Asistido,1250,980,1268,0,0,1298,1070,9 oct. 2025
SERVICENTRO SAN MIGUEL,Maule,Talca,Talca,"14 Oriente, entre 9 y 10 Sur 297",35º0'0""S 71º0'0""W,Asistido,1243,976,1257,0,0,0,1068,9 oct. 2025
SHELL,Maule,Talca,Talca,Dieciocho Oriente 400,35º0'0""S 71º0'0""W,Asistido,1244,976,1258,0,0,1292,1068,9 oct. 2025
SOCORRO,Maule,Talca,Talca,1 Norte 1701,35º0'0""S 71º0'0""W,Asistido,1245,984,1270,0,0,0,1073,9 oct. 2025
SHELL,Maule,Talca,Talca,Ruta 5 sur 253,35º0'0""S 71º0'0""W,Asistido,1251,985,1262,0,0,1294,1065,9 oct. 2025
COPEC,Maule,Talca,Talca,2 norte 2310,35º0'0""S 71º0'0""W,Asistido,1244,976,1258,0,0,1293,1068,8 oct. 2025
SIVORI COMBUSTIBLES,Maule,Talca,Talca,Avenida San Miguel 4963,35º0'0""S 71º0'0""W,Asistido,1250,980,1268,0,0,1298,1070,9 oct. 2025
COPEC,Maule,Talca,Constitución,Avda. Enrique Mac-Iver 790,35º0'0""S 72º0'0""W,Asistido,1283,1005,1305,0,0,1327,1067,9 oct. 2025
SHELL,Maule,Talca,Constitución, OHIGGINS 1240,35º0'0""S 72º0'0""W,Asistido,1283,1005,1305,0,0,1329,1110,9 oct. 2025
FACAZ,Maule,Talca,Curepto,Manuel Rodriguez 22,35º0'0""S 72º0'0""W,Asistido,1280,1032,1306,0,0,0,1245,25 sept. 2025
FACAZ,Maule,Talca,Pelarco,Calle matadero s/n,35º0'0""S 71º0'0""W,Asistido,1238,1003,1264,0,0,0,1199,9 oct. 2025
COPEC,Maule,Talca,San Clemente,HUAMACHUCO 1261,35º0'0""S 71º0'0""W,Asistido,1230,988,1268,0,0,1304,1049,23 oct. 2025
HN,Maule,Talca,San Clemente,AVENIDA HUAMACHUCO 210,35º0'0""S 71º0'0""W,Asistido,1234,982,1268,0,0,0,1037,20 oct. 2025
FACAZ,Maule,Talca,San Rafael,Bascuñan  s/n 0,35º0'0""S 71º0'0""W,Asistido,1275,999,1293,0,0,0,1166,9 oct. 2025
COPEC,Maule,Cauquenes,Cauquenes,"MAIPU, SAN MARTÍN 0",35º0'0""S 72º0'0""W,Asistido,1243,980,1274,0,0,1311,1069,9 oct. 2025
Combustibles J.L.T.,Maule,Cauquenes,Cauquenes,AVENIDA MONSEÑOR ENRIQUE ALVEAR  S/N 0,35º0'0""S 72º0'0""W,Asistido,1240,977,1271,0,0,0,1066,9 oct. 2025
ARAMCO,Maule,Cauquenes,Cauquenes,Maipú 546,35º0'0""S 72º0'0""W,Asistido,1243,980,1274,0,0,1311,1051,9 oct. 2025
SHELL,Maule,Cauquenes,Cauquenes,Avenida Dr. Meza 1520,35º0'0""S 72º0'0""W,Asistido,1243,980,1274,0,0,1311,1110,9 oct. 2025
Aire,Maule,Cauquenes,Cauquenes,Antonio Varas 1090,35º0'0""S 72º0'0""W,Asistido,1240,977,1271,0,0,0,1070,9 oct. 2025
COPEC,Maule,Cauquenes,Pelluhue,ABDON FUENTEALBA S/N 0,35º0'0""S 72º0'0""W,Asistido,1226,982,1256,0,0,1300,1081,9 oct. 2025
Aire,Maule,Cauquenes,Pelluhue,Peuï¿½o S/N 0,35º0'0""S 72º0'0""W,Asistido,1225,981,1255,0,0,1299,1081,9 oct. 2025
Aire,Maule,Cauquenes,Pelluhue,Abdon Fuentealba S/N 0,35º0'0""S 72º0'0""W,Asistido,1225,981,1255,0,0,0,1081,9 oct. 2025
COPEC,Maule,Curicó,Curicó,MANSO DE VELASCO 215,34º0'0""S 71º0'0""W,Asistido,1286,1039,1304,0,0,1323,1059,9 oct. 2025
COPEC,Maule,Curicó,Curicó,"LONGITUDINAL SUR KM 190, A.NEGRAS 0",34º0'0""S 71º0'0""W,Asistido,1286,1038,1304,0,0,1326,1059,9 oct. 2025
COPEC,Maule,Curicó,Curicó,CARMEN 890,34º0'0""S 71º0'0""W,Asistido,1286,1039,1304,0,0,1326,1059,9 oct. 2025
COPEC,Maule,Curicó,Curicó,F. FREIRE 681,34º0'0""S 71º0'0""W,Asistido,1280,1033,1298,0,0,1320,1058,9 oct. 2025
COPEC,Maule,Curicó,Curicó,"Av Circunvalacion Norte, Paul Harris 1265",34º0'0""S 71º0'0""W,Asistido,1286,1038,1304,0,0,1326,1064,9 oct. 2025
ARAMCO,Maule,Curicó,Curicó,Manso de Velascoesq. Argomedo 423,34º0'0""S 71º0'0""W,Asistido,1286,1039,1304,0,0,1323,1059,9 oct. 2025
SHELL,Maule,Curicó,Curicó,Camilo Henriquez 7,34º0'0""S 71º0'0""W,Asistido,1286,1039,1304,0,0,1327,1085,9 oct. 2025
SHELL,Maule,Curicó,Curicó,Balmaceda 0111,34º0'0""S 71º0'0""W,Asistido,1291,1051,1304,0,0,1322,1122,8 ago. 2025
SHELL,Maule,Curicó,Curicó,Balmaceda 1900,34º0'0""S 71º0'0""W,Asistido,1286,1039,1304,0,0,1331,1076,9 oct. 2025
COPEC,Maule,Curicó,Hualañé,AV. PRAT 425,34º0'0""S 71º0'0""W,Asistido,1290,1044,1315,0,0,1334,1085,9 oct. 2025
SHELL,Maule,Curicó,Hualañé,Arturo Prat 197,34º0'0""S 71º0'0""W,Asistido,1290,1044,1315,0,0,1334,1085,9 oct. 2025
COPEC,Maule,Curicó,Molina,QUECHEREGUAS 1616,35º0'0""S 71º0'0""W,Asistido,1229,964,1261,0,0,1326,1026,11 oct. 2025
HN,Maule,Curicó,Molina,AVENIDA 7 DE ABRIL 2620,35º0'0""S 71º0'0""W,Asistido,1233,993,1266,0,0,0,1094,20 oct. 2025
HN,Maule,Curicó,Molina,QUECHEREGUAS 2799,35º0'0""S 71º0'0""W,Asistido,1229,964,1261,0,0,0,1024,20 oct. 2025
ARAMCO,Maule,Curicó,Molina,Luis Cruz Martínez 1999,35º0'0""S 71º0'0""W,Asistido,1229,964,1261,0,0,1326,1026,9 oct. 2025
SHELL,Maule,Curicó,Molina,Luis Cruz Martinez 1598,35º0'0""S 71º0'0""W,Asistido,1229,964,1261,0,0,1326,1026,9 oct. 2025
SHELL,Maule,Curicó,Molina,7 Abril 2021,35º0'0""S 71º0'0""W,Asistido,1233,993,1266,0,0,1334,1112,9 oct. 2025
HN,Maule,Curicó,Rauco,DIEGO PORTALES 05,34º0'0""S 71º0'0""W,Asistido,1283,1034,1300,0,0,0,1039,9 oct. 2025
COPEC,Maule,Curicó,Teno,"AV. COMALLE, ESQ. ARTURO PRAT 196",34º0'0""S 71º0'0""W,Asistido,1281,1027,1304,0,0,1328,1083,9 oct. 2025
COPEC,Maule,Linares,Linares,Avda. León Bustos 1051,35º0'0""S 71º0'0""W,Asistido,1241,978,1272,0,0,1306,1045,9 oct. 2025
COPEC,Maule,Linares,Linares,"KURT MOLLER, ESQ. CHACABUCO 00",35º0'0""S 71º0'0""W,Asistido,1241,978,1272,0,0,1306,1050,9 oct. 2025
COPEC,Maule,Linares,Linares,AV. ANIBAL LEON BUSTOS 047,35º0'0""S 71º0'0""W,Asistido,1241,978,1272,0,0,1306,1045,9 oct. 2025
ATT,Maule,Linares,Linares,camino Chacahuin lt. 4 hijuela Norte 0,35º0'0""S 71º0'0""W,Asistido,1241,978,1272,0,0,0,1015,9 oct. 2025
SOCORRO,Maule,Linares,Linares,Kurt Moller Esquina Carmen 987,35º0'0""S 71º0'0""W,Asistido,1237,975,1266,0,0,0,1073,9 oct. 2025
HN,Maule,Linares,Linares,Avenida Presidente Ibañez 1175,35º0'0""S 71º0'0""W,Asistido,1239,976,1268,0,0,0,1031,20 oct. 2025
SOCORRO,Maule,Linares,Linares,Calle Rengo 912,35º0'0""S 71º0'0""W,Asistido,1237,975,1266,0,0,0,1073,9 oct. 2025
Sin Bandera,Maule,Linares,Linares,Santa Maria 1815,35º0'0""S 71º0'0""W,Asistido,1244,980,1270,0,0,0,1085,9 oct. 2025
SOCORRO,Maule,Linares,Linares,Avda. Presidente Ibañez 0405,35º0'0""S 71º0'0""W,Asistido,1237,975,1266,0,0,0,1073,9 oct. 2025
SHELL,Maule,Linares,Linares,Maipú 305,35º0'0""S 71º0'0""W,Asistido,1241,978,1272,0,0,1306,1068,9 oct. 2025
SHELL,Maule,Linares,Linares,Avenida Brasil 722,35º0'0""S 71º0'0""W,Asistido,1241,978,1272,0,0,1306,1068,9 oct. 2025
SHELL,Maule,Linares,Linares,Avda. Anibal León Bustos 0825,35º0'0""S 71º0'0""W,Asistido,1241,978,1272,0,0,1306,1063,9 oct. 2025
SOCORRO,Maule,Linares,Linares,Las Vertientes Sitio 6 Lote 2  S/N Camino a Panimávida 0,35º0'0""S 71º0'0""W,Asistido,1237,975,1266,0,0,0,1073,9 oct. 2025
SHELL,Maule,Linares,Linares,Av. Brasil 570,35º0'0""S 71º0'0""W,Asistido,1241,978,1272,0,0,1306,1068,9 oct. 2025
COPEC,Maule,Linares,Colbún,AV. BERNARDO OHIGGINS ESQUINA LOS AROMOS 0,35º0'0""S 71º0'0""W,Asistido,1269,992,1285,0,0,1302,1061,9 oct. 2025
FACAZ,Maule,Linares,Colbún,Av. Rari 52,35º0'0""S 71º0'0""W,Asistido,1269,992,1285,0,0,0,1081,9 oct. 2025
PETROBRAS,Maule,Linares,Longaví,Uno Sur 391,35º0'0""S 71º0'0""W,Asistido,1306,1005,1325,0,0,1344,1169,18 jul. 2025
COPEC,Maule,Linares,Parral,Buin N°395 Esq. Dieciocho,36º0'0""S 71º0'0""W,Asistido,1245,996,1266,0,0,1298,1026,9 oct. 2025
HN,Maule,Linares,Parral,Población Viña del Mar N°1 1,36º0'0""S 71º0'0""W,Asistido,1242,995,1263,0,0,0,1005,9 oct. 2025
Combustibles JRB,Maule,Linares,Parral,Ignacio Carrera Pinto 818,36º0'0""S 71º0'0""W,Asistido,1215,966,1236,0,0,0,996,18 oct. 2025
Combustibles JRB,Maule,Linares,Parral,Avenida Buenos Aires 540,36º0'0""S 71º0'0""W,Asistido,1215,966,1236,0,0,0,996,18 oct. 2025
ARAMCO,Maule,Linares,Parral,Av. Dieciocho 559,36º0'0""S 71º0'0""W,Asistido,1245,996,1266,0,0,1298,1008,9 oct. 2025
Combustibles Mantul,Maule,Linares,Parral,Balmaceda 390,36º0'0""S 71º0'0""W,Asistido,1242,994,1266,0,0,1298,1046,9 oct. 2025
Sin Bandera,Maule,Linares,Retiro,Sector Quillaimo Km. 20 0,36º0'0""S 71º0'0""W,Asistido,1247,998,1269,0,0,1302,1072,9 oct. 2025
Doña Lucina,Maule,Linares,Retiro,"Acceso Norte Retiro Km 0,2 0",36º0'0""S 71º0'0""W,Asistido,1277,1012,1297,0,0,1317,1130,9 oct. 2025
COPEC,Maule,Linares,San Javier,CHORRILLOS 1398,35º0'0""S 71º0'0""W,Asistido,1268,987,1292,0,0,1315,1053,9 oct. 2025
COPEC,Maule,Linares,San Javier,"BALMACEDA, ESQ. CHORRILLOS 0",35º0'0""S 71º0'0""W,Asistido,1268,987,1292,0,0,1315,1053,8 oct. 2025
HN,Maule,Linares,San Javier,BALMACEDA 555,35º0'0""S 71º0'0""W,Asistido,1265,985,1289,0,0,0,1020,20 oct. 2025
SHELL,Maule,Linares,San Javier,Chorrillos 1715,35º0'0""S 71º0'0""W,Asistido,1268,987,1292,0,0,1315,1071,9 oct. 2025
COPEC,Maule,Linares,Villa Alegre,AV. ABATE MOLINA 700,35º0'0""S 71º0'0""W,Asistido,1238,980,1267,0,0,1310,1053,13 oct. 2025
HN,Maule,Linares,Villa Alegre,Abate Molina 160,35º0'0""S 71º0'0""W,Asistido,1236,974,1265,0,0,0,1029,20 oct. 2025
Aire,Maule,Linares,Yerbas Buenas,"Las Toscas, Km.10 0",35º0'0""S 71º0'0""W,Asistido,1241,978,1272,0,0,0,1063,9 oct. 2025
COPEC,Biobío,Concepción,Concepción,PRAT 289,36º0'0""S 73º0'0""W,Asistido,1252,996,1275,0,0,1307,1036,23 oct. 2025
COPEC,Biobío,Concepción,Concepción,PRAT 289,36º0'0""S 73º0'0""W,Autoservicio,1244,988,1267,0,0,1299,1036,23 oct. 2025
COPEC,Biobío,Concepción,Concepción,LOS CARRERA 801,36º0'0""S 73º0'0""W,Asistido,1260,1000,1283,0,0,1307,1053,9 oct. 2025
COPEC,Biobío,Concepción,Concepción,Camino Bulnes 2845,36º0'0""S 72º0'0""W,Asistido,1262,1002,1285,0,0,1308,1054,9 oct. 2025
COPEC,Biobío,Concepción,Concepción,Ejercito 2001,36º0'0""S 73º0'0""W,Asistido,1247,984,1275,0,0,1305,1052,11 oct. 2025
COPEC,Biobío,Concepción,Concepción,ANIBAL PINTO 1835,36º0'0""S 73º0'0""W,Asistido,1247,984,1275,680,0,1305,1049,10 oct. 2025
COPEC,Biobío,Concepción,Concepción,CALLE B-20 420,36º0'0""S 73º0'0""W,Asistido,1259,994,1280,0,0,1305,1054,9 oct. 2025
COPEC,Biobío,Concepción,Concepción,PEDRO DE VALDIVIA 1120,36º0'0""S 73º0'0""W,Asistido,1260,999,1283,0,0,1307,1054,9 oct. 2025
COPEC,Biobío,Concepción,Concepción,Maipú 895,36º0'0""S 73º0'0""W,Asistido,1247,984,1275,0,0,1305,1035,9 oct. 2025
COPEC,Biobío,Concepción,Concepción,Maipú 889,36º0'0""S 73º0'0""W,Asistido,1247,984,1275,0,0,1305,1072,9 oct. 2025
ARAMCO,Biobío,Concepción,Concepción,Camilo Henriquez 540,36º0'0""S 73º0'0""W,Asistido,1247,984,1275,0,0,1305,1052,9 oct. 2025
ECOIL,Biobío,Concepción,Concepción,bulnes 1793,36º0'0""S 73º0'0""W,Asistido,1228,962,1257,0,0,1314,1052,18 sept. 2025
ARAMCO,Biobío,Concepción,Concepción,Av. Pedro de Valdivia 1265,36º0'0""S 73º0'0""W,Asistido,1260,999,1283,0,0,1307,1054,9 oct. 2025
